,event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
0,2019-11-01 00:00:02 UTC,view,5802432.0,1.4875800092865987e+18,,,0.32,562076640.0,09fafd6c-6c99-46b1-834f-33527f4de241
1,2019-11-01 00:00:09 UTC,cart,5844397.0,1.4875800063170324e+18,,,2.38,553329724.0,2067216c-31b5-455d-a1cc-af0575a34ffb
2,2019-11-01 00:00:10 UTC,view,5837166.0,1.7839990641031908e+18,,pnb,22.22,556138645.0,57ed222e-a54a-4907-9944-5a875c2d7f4f
3,2019-11-01 00:00:11 UTC,cart,5876812.0,1.4875800101002936e+18,,jessnail,3.16,564506666.0,186c1951-8052-4b37-adce-dd9644b1d5f7
4,2019-11-01 00:00:24 UTC,remove_from_cart,5826182.0,1.487580007483049e+18,,,3.33,553329724.0,2067216c-31b5-455d-a1cc-af0575a34ffb
5,2019-11-01 00:00:24 UTC,remove_from_cart,5826182.0,1.487580007483049e+18,,,3.33,553329724.0,2067216c-31b5-455d-a1cc-af0575a34ffb
6,2019-11-01 00:00:25 UTC,view,5856189.0,1.4875800090265518e+18,,runail,15.71,562076640.0,09fafd6c-6c99-46b1-834f-33527f4de241
7,2019-11-01 00:00:32 UTC,view,5837835.0,1.9334722867534241e+18,,,3.49,514649199.0,432a4e95-375c-4b40-bd36-0fc039e77580
8,2019-11-01 00:00:34 UTC,remove_from_cart,5870838.0,1.487580007675987e+18,,milv,0.79,429913900.0,2f0bff3c-252f-4fe6-afcd-5d8a6a92839a
9,2019-11-01 00:00:37 UTC,view,5870803.0,1.487580007675987e+18,,milv,0.79,429913900.0,2f0bff3c-252f-4fe6-afcd-5d8a6a92839a
10,2019-11-01 00:00:42 UTC,remove_from_cart,5870803.0,1.487580007675987e+18,,milv,0.79,429913900.0,2f0bff3c-252f-4fe6-afcd-5d8a6a92839a
11,2019-11-01 00:00:46 UTC,view,5841721.0,1.487580008187692e+18,,,1.37,429913900.0,2f0bff3c-252f-4fe6-afcd-5d8a6a92839a
12,2019-11-01 00:00:50 UTC,view,5856190.0,1.4875800090265518e+18,,runail,15.71,562076640.0,09fafd6c-6c99-46b1-834f-33527f4de241
13,2019-11-01 00:00:51 UTC,remove_from_cart,5710314.0,1.4875800052684562e+18,,lianail,5.54,566239468.0,3ad69360-e328-454a-b1f8-0e0901e1e344
14,2019-11-01 00:00:55 UTC,view,5534.0,1.487580006711297e+18,,ingarden,14.76,556138645.0,57ed222e-a54a-4907-9944-5a875c2d7f4f
15,2019-11-01 00:00:57 UTC,view,5674484.0,1.4875800090265518e+18,,runail,15.71,562076640.0,09fafd6c-6c99-46b1-834f-33527f4de241
16,2019-11-01 00:01:06 UTC,view,5649207.0,1.4875800135815662e+18,,concept,2.94,566273978.0,c2d3b5fa-445a-432e-bfa8-bea9652e3cfe
17,2019-11-01 00:01:07 UTC,view,5780830.0,1.4875800050922954e+18,,rosi,7.14,429913900.0,2f0bff3c-252f-4fe6-afcd-5d8a6a92839a
18,2019-11-01 00:01:09 UTC,cart,4607.0,1.487580010796548e+18,,runail,0.38,553329724.0,2067216c-31b5-455d-a1cc-af0575a34ffb
19,2019-11-01 00:01:11 UTC,view,5759991.0,1.4875800132124675e+18,,,15.08,391027139.0,8b820c4f-4cee-4407-9f6a-dc0f926959bb
20,2019-11-01 00:01:11 UTC,cart,4600.0,1.487580010796548e+18,,runail,0.38,553329724.0,2067216c-31b5-455d-a1cc-af0575a34ffb
21,2019-11-01 00:01:13 UTC,view,5807857.0,1.487580009471148e+18,,irisk,1.11,566280991.0,c9e882a2-e8fb-4607-a9f2-0e0948c16e64
22,2019-11-01 00:01:23 UTC,view,5837825.0,1.9334722867534241e+18,,,3.49,514649199.0,037e2ba9-1446-49c6-9723-dcfa7f9da3b8
23,2019-11-01 00:01:23 UTC,view,5745720.0,1.4875800063170324e+18,,irisk,8.57,485066868.0,9eeee910-722d-495e-8335-c1e3efb00089
24,2019-11-01 00:01:28 UTC,cart,5837825.0,1.9334722867534241e+18,,,3.49,514649199.0,037e2ba9-1446-49c6-9723-dcfa7f9da3b8
25,2019-11-01 00:01:32 UTC,view,5882577.0,1.4875800135815662e+18,,thuya,13.49,516158753.0,d5ffdffc-eae4-4a93-8b6b-924db49a42df
26,2019-11-01 00:01:34 UTC,cart,5837825.0,1.9334722867534241e+18,,,3.49,514649199.0,037e2ba9-1446-49c6-9723-dcfa7f9da3b8
27,2019-11-01 00:01:40 UTC,cart,5817690.0,1.4875800108720456e+18,,,0.79,553329724.0,2067216c-31b5-455d-a1cc-af0575a34ffb
28,2019-11-01 00:01:53 UTC,view,5837491.0,1.9333643447209828e+18,,,5.08,514649199.0,e1861179-8a27-4b1c-9bfd-225093423b8f
29,2019-11-01 00:01:54 UTC,cart,5862929.0,1.4875800101002936e+18,,mavala,15.81,564506666.0,186c1951-8052-4b37-adce-dd9644b1d5f7
30,2019-11-01 00:01:57 UTC,purchase,5839412.0,1.4875800065519135e+18,,lovely,3.16,460304619.0,9f777569-bdf3-47e5-a3d4-dfc26beb29cb
31,2019-11-01 00:01:57 UTC,cart,5710314.0,1.4875800052684562e+18,,lianail,5.54,566239468.0,3ad69360-e328-454a-b1f8-0e0901e1e344
32,2019-11-01 00:01:57 UTC,purchase,5823969.0,1.4875800052684562e+18,,uno,17.46,460304619.0,9f777569-bdf3-47e5-a3d4-dfc26beb29cb
33,2019-11-01 00:01:57 UTC,purchase,5810480.0,1.4875800112830874e+18,,,22.54,460304619.0,9f777569-bdf3-47e5-a3d4-dfc26beb29cb
34,2019-11-01 00:02:02 UTC,view,5780829.0,1.4875800050922954e+18,,rosi,7.14,429913900.0,2f0bff3c-252f-4fe6-afcd-5d8a6a92839a
35,2019-11-01 00:02:06 UTC,cart,5723270.0,1.4875800108720456e+18,,ingarden,1.56,553329724.0,2067216c-31b5-455d-a1cc-af0575a34ffb
36,2019-11-01 00:02:15 UTC,remove_from_cart,5864286.0,1.5977702255398758e+18,,,20.16,565876667.0,cf5d7069-7465-4ec5-a9be-c911bc1b9f95
37,2019-11-01 00:02:18 UTC,cart,30195.0,1.4875800109223772e+18,,runail,0.38,553329724.0,2067216c-31b5-455d-a1cc-af0575a34ffb
38,2019-11-01 00:02:26 UTC,view,5587660.0,1.487580008145749e+18,,roubloff,4.75,239732557.0,a245fe93-cc60-421f-b321-5c6ba8051155
39,2019-11-01 00:02:26 UTC,cart,5716351.0,1.4875800108720456e+18,,irisk,0.79,553329724.0,2067216c-31b5-455d-a1cc-af0575a34ffb
40,2019-11-01 00:02:35 UTC,view,5751422.0,1.4875800052684562e+18,,uno,10.95,429187721.0,65b36ebc-6538-4b2c-a077-252e1387fe81
41,2019-11-01 00:02:43 UTC,cart,5723264.0,1.4875800108720456e+18,,ingarden,1.56,553329724.0,2067216c-31b5-455d-a1cc-af0575a34ffb
42,2019-11-01 00:02:44 UTC,view,5837411.0,1.9333643447209828e+18,,,4.76,514649199.0,2732fbae-8a04-4945-9920-78a29c581032
43,2019-11-01 00:02:47 UTC,view,5891179.0,1.7590246990078287e+18,,,57.14,556138645.0,57ed222e-a54a-4907-9944-5a875c2d7f4f
44,2019-11-01 00:02:52 UTC,cart,5723464.0,1.4875800109223772e+18,,,0.79,553329724.0,2067216c-31b5-455d-a1cc-af0575a34ffb
45,2019-11-01 00:03:01 UTC,view,5780830.0,1.4875800050922954e+18,,rosi,7.14,429913900.0,2f0bff3c-252f-4fe6-afcd-5d8a6a92839a
46,2019-11-01 00:03:01 UTC,view,5803085.0,1.7590246990078287e+18,,,9.0,556138645.0,57ed222e-a54a-4907-9944-5a875c2d7f4f
47,2019-11-01 00:03:07 UTC,cart,5840033.0,1.783999071325782e+18,,irisk,2.38,553329724.0,2067216c-31b5-455d-a1cc-af0575a34ffb
48,2019-11-01 00:03:09 UTC,view,5671072.0,1.4875800134305713e+18,,,18.38,565552145.0,6790ceb9-b128-4e49-86ce-1659e16ed2b7
49,2019-11-01 00:03:10 UTC,cart,5851312.0,1.4875800052684562e+18,,lianail,6.33,566239468.0,3ad69360-e328-454a-b1f8-0e0901e1e344
50,2019-11-01 00:03:14 UTC,view,5888548.0,1.4875800049161347e+18,,,3.97,429913900.0,2f0bff3c-252f-4fe6-afcd-5d8a6a92839a
51,2019-11-01 00:03:38 UTC,cart,5864286.0,1.5977702255398758e+18,,,20.16,565876667.0,cf5d7069-7465-4ec5-a9be-c911bc1b9f95
52,2019-11-01 00:03:39 UTC,view,5883844.0,1.487580011677352e+18,,,25.71,445896396.0,b9052fb9-7da8-4df8-a1da-eae051cd8e9c
53,2019-11-01 00:03:44 UTC,cart,5674484.0,1.4875800090265518e+18,,runail,15.71,562076640.0,09fafd6c-6c99-46b1-834f-33527f4de241
54,2019-11-01 00:03:46 UTC,remove_from_cart,5851312.0,1.4875800052684562e+18,,lianail,6.33,566239468.0,3ad69360-e328-454a-b1f8-0e0901e1e344
55,2019-11-01 00:03:46 UTC,view,5856190.0,1.4875800090265518e+18,,runail,15.71,562076640.0,09fafd6c-6c99-46b1-834f-33527f4de241
56,2019-11-01 00:03:54 UTC,view,5856189.0,1.4875800090265518e+18,,runail,15.71,562076640.0,09fafd6c-6c99-46b1-834f-33527f4de241
57,2019-11-01 00:04:00 UTC,cart,5815662.0,1.4875800063170324e+18,,,0.92,485066868.0,9eeee910-722d-495e-8335-c1e3efb00089
58,2019-11-01 00:04:04 UTC,view,5759382.0,1.5437059613261827e+18,,,4.44,556138645.0,57ed222e-a54a-4907-9944-5a875c2d7f4f
59,2019-11-01 00:04:21 UTC,view,5829502.0,1.487580011652186e+18,,farmstay,13.75,445896396.0,b9052fb9-7da8-4df8-a1da-eae051cd8e9c
60,2019-11-01 00:04:29 UTC,view,5864480.0,1.5977702255398758e+18,,,29.21,565876667.0,cf5d7069-7465-4ec5-a9be-c911bc1b9f95
61,2019-11-01 00:04:33 UTC,purchase,24380.0,1.4875800129943636e+18,,depilflax,5.24,564451209.0,861ab2f1-b2e5-886f-a93b-5b067eff081f
62,2019-11-01 00:04:33 UTC,purchase,26765.0,1.487580013522846e+18,,ardell,7.16,564451209.0,861ab2f1-b2e5-886f-a93b-5b067eff081f
63,2019-11-01 00:04:33 UTC,purchase,5573498.0,1.4875800129691978e+18,,candy,4.29,564451209.0,861ab2f1-b2e5-886f-a93b-5b067eff081f
64,2019-11-01 00:04:33 UTC,purchase,5586154.0,1.9582785512076746e+18,,inm,3.17,564451209.0,861ab2f1-b2e5-886f-a93b-5b067eff081f
65,2019-11-01 00:04:33 UTC,purchase,5739918.0,1.4875800129943636e+18,,italwax,8.73,564451209.0,861ab2f1-b2e5-886f-a93b-5b067eff081f
66,2019-11-01 00:04:33 UTC,purchase,5766980.0,1.487580013053084e+18,stationery.cartrige,italwax,1.98,564451209.0,861ab2f1-b2e5-886f-a93b-5b067eff081f
67,2019-11-01 00:04:33 UTC,purchase,5767494.0,1.487580013053084e+18,stationery.cartrige,italwax,2.14,564451209.0,861ab2f1-b2e5-886f-a93b-5b067eff081f
